Health Center Site Fact Identification Number,Site Name,UDS Number,Site Telephone Number,Site Web Address,Operating Hours per Week,Health Center Grantee Identification Number,Grant Number,Grantee Name,Grantee Organization Type Description,Migrant Health Centers HRSA Grant Subprogram Indicator,Community Health HRSA Grant Subprogram Indicator,School Based Health Center HRSA Grant Subprogram Indicator,Public Housing HRSA Grant Subprogram Indicator,Health Care for the Homeless HRSA Grant Subprogram Indicator,Site Address Identification Number,Site Address Source System Identification Number,Enterprise Site Repository Source ID,Site Data Source,Site Address,Site City,Site State Abbreviation,Site Postal Code,U.S. - Mexico Border 100 Kilometer Indicator,Health Center Site Population Type Description,Health Center Location Setting Identification Number,Health Center Service Delivery Site Location Setting Description,Health Center Status Identification Number,Site Status Description,Health Center Location Identification Number,Health Center Location Type Description,Health Center Type Identification Number,Health Center Type Description,Health Center Operator Identification Number,Health Center Operator Description,Health Center Operating Schedule Identification Number,Health Center Operational Schedule Description,Health Center Operating Calendar Surrogate Key,Health Center Operating Calendar,County or County Equivalent Federal Information Processing Standard Code,County Equivalent Name,County Description,Complete County Name,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,HHS Region Code,HHS Region Name,U.S. - Mexico Border County Indicator,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,Uniform Resource Locator (URL) for a Member of the U.S. House of Representatives,Data Warehouse Record Create Date Text,Data Warehouse Record Create Date,BPHC Assigned Number,Site Open Date,Site Open Date Text,Site Added to Scope this Date,Site Add to Scope Date Text,BHCMIS Site Identification Number,Federally Qualified Health Center (FQHC) Look-Alike Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Name,Federally Qualified Health Center (FQHC) Look-Alike Street Address,Federally Qualified Health Center (FQHC) Look-Alike Organization City,Federally Qualified Health Center (FQHC) Look-Alike Organization State,Federally Qualified Health Center (FQHC) Look-Alike Organization ZIP Code,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Name,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Telephone Number,Federally Qualified Health Center (FQHC) Look-Alike Organization Site Administrator Contact Email Address,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate
4139,MOBILE UNIT 1 CLINIC,09021C,408-935-3918,www.gardnerhealth.org,20,950,H80CS00359,"Gardner Family Health Network, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,6838,8B5C4272-3031-4F50-BCB0-803F2D777028,D6D5543A-0293-45EB-8681-F4FFA190CDBF,ESR_SCP,1621 Gold St,Alviso,CA,95002,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,17,California District 17,617,Ro Khanna,https://khanna.house.gov/,3/19/18,3/19/18,BPS-H80-006477,3/1/04,3/1/04,3/1/04,3/1/04,90210,,,,,  ,,,,,-121.9760469,37.42479058
4303,KidCare Express Mobile Medical Unit,09312X,619-515-2300,www.fhcsd.org,30,1030,H80CS00224,"FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,Y,10864,E012E977-0206-43E5-99E1-AD252F3F9DA9,55FDEC01-F439-4DB6-B5F3-80401D212E18,ESR_SCP,823 Gateway Center Way,San Diego,CA,92102-4541,Y,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,51,California District 51,651,Juan Vargas,http://vargas.house.gov,3/19/18,3/19/18,BPS-H80-005071,5/1/98,5/1/98,5/1/98,5/1/98,93120,,,,,  ,,,,,-117.1134135,32.7150325
4474,"DENTAL CARE MOBILE, A CONTRA COSTA COLLABORATIVE",09123Q,925-431-1250,www.laclinica.org,48,1302,H80CS00631,"LA CLINICA DE LA RAZA, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,10296,D4710B8D-0DC2-4304-97E1-0AC319373022,402F3514-F7C4-4143-A567-D2E93C756D66,ESR_SCP,339 E Leland Rd,Pittsburg,CA,94565-4911,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,13,Contra Costa,County            ,Contra Costa County,6013,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,11,California District 11,611,Mark DeSaulnier,https://desaulnier.house.gov/,3/19/18,3/19/18,BPS-H80-006095,1/1/04,1/1/04,1/1/04,1/1/04,91230,,,,,  ,,,,,-121.8875059,38.01140202
4699,Altura Centers for Health Mobile Clinic 2,,559-686-9097,www.tchci.com,33,287,H80CS00338,Altura Centers For Health,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,6815,8AF76FF3-65BD-443B-8EA5-9C4B4DCE7E1C,96996FB9-DE5D-46A7-B99E-36669407DF83,ESR_SCP,1201 N Cherry St,Tulare,CA,93274-2233,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,107,Tulare,County            ,Tulare County,6107,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,22,California District 22,622,Devin Nunes,http://nunes.house.gov/,3/19/18,3/19/18,BPS-H80-014014,,/,7/2/14,7/2/14,95340,,,,,  ,,,,,-119.3369985,36.2245297
4788,Mobile Dental Trailer #2,,760-399-4526,,30,442,H80CS00287,BORREGO COMMUNITY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,5888,786231FA-DC0D-4F6A-B5C6-8D98CA9407B3,1F737F95-F7BB-446D-B390-0ABDE1F94CE4,ESR_SCP,69175 Ramon Rd Bldg A,Cathedral City,CA,92234-3344,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,2,Seasonal,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,36,California District 36,636,Raul Ruiz,http://ruiz.house.gov,3/19/18,3/19/18,BPS-H80-009412,5/1/09,5/1/09,4/14/10,4/14/10,99010,,,,,  ,,,,,-116.4565659,33.81579698
4888,HEALTHY STEPS MOBILE CLINIC 1F,09108N,619-427-9505,www.syjc.org,40,435,H80CS10748,"CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO, INC.","Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,4745,60F1076F-3DCE-470E-BC71-3BF51A7ED3C5,481C93FD-A2A2-4FA4-A167-2A792C27F590,ESR_SCP,4004 Beyer Blvd,San Ysidro,CA,92173-2007,Y,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,73,San Diego,County            ,San Diego County,6073,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,51,California District 51,651,Juan Vargas,http://vargas.house.gov,3/19/18,3/19/18,BPS-H80-001488,1/1/05,1/1/05,1/3/05,1/3/05,91080,,,,,  ,,,,,-117.0468635,32.55827751
4980,Dental Mobile Unit,091181G,408-494-7461,www.sccgov.org,40,1093,H80CS01442,"SANTA CLARA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,5584,711654D5-B5BD-4C08-8734-9CAFD6CC5B8D,FA489393-5E7A-46DB-934F-DB0D284D6A5F,ESR_SCP,500 Tully Rd,San Jose,CA,95111-1917,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,19,California District 19,619,Zoe Lofgren,https://lofgren.house.gov/,3/19/18,3/19/18,BPS-H80-003574,8/1/02,8/1/02,9/23/03,9/23/03,911810,,,,,  ,,,,,-121.8498154,37.30631499
4996,ARROYO VISTA FAMILY HEALTH CENTER ~ Mobile Clinic,09316A,323-254-5221,www.arroyovista.org,16,1211,H80CS00374,ARROYO VISTA FAMILY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,748,0EF012B1-7EC6-467A-A498-225072F56824,8E483C6C-12B4-4CF9-A112-9FDC15D53D75,ESR_SCP,6000 N Figueroa St,Los Angeles,CA,90042-4232,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,34,California District 34,634,Jimmy Gomez,https://gomez.house.gov,3/19/18,3/19/18,BPS-H80-006724,4/2/03,4/2/03,4/2/03,4/2/03,93160,,,,,  ,,,,,-118.1889083,34.11145771
5038,SCHC Project HOPE Med/dent mobile II,,530-636-6157,www.shastahealth.org,40,444,H80CS00832,SHASTA COMMUNITY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,8447,AD597952-93A9-4C5E-B07A-24426D0F50C3,FDA07079-ECD1-4703-8A16-E995821BCBA4,ESR_SCP,1035 Placer St,Redding,CA,96001-1125,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,89,Shasta,County            ,Shasta County,6089,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,1,California District 01,601,Doug LaMalfa,http://lamalfa.house.gov,3/19/18,3/19/18,BPS-H80-014236,,/,8/29/14,8/29/14,92240,,,,,  ,,,,,-122.3856562,40.58342099
5083,CHA Mobile Dental,,415-787-1123,,40,934,H80CS00339,Coastal Health Alliance,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,10882,E062ACF9-C6E7-4B57-B801-4B05DA016CF1,66F61C2F-7CCF-409E-B4B1-C67C3E972BE4,ESR_SCP,3 6th St,Point Reyes Station,CA,94956,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,41,Marin,County            ,Marin County,6041,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-015357,,/,7/24/15,7/24/15,95400,,,,,  ,,,,,-122.8086328,38.06926329
5138,Westside Family Health Center Mobile Medical Unit (MMU),,310-450-4773,www.wfhcenter.org,30,932,H80CS08730,WESTSIDE FAMILY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,11084,E4C7DD0A-AA39-487E-8952-A0A4D09C8A08,25281BF9-C897-401B-982F-52B072768AC9,ESR_SCP,1711 Ocean Park Blvd,Santa Monica,CA,90405-4901,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,37,Los Angeles,County            ,Los Angeles County,6037,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,33,California District 33,633,Ted Lieu,https://lieu.house.gov/,3/19/18,3/19/18,BPS-H80-011127,9/26/11,9/26/11,1/27/12,1/27/12,930080,,,,,  ,,,,,-118.4664467,34.01273061
5216,SIS: Healthy Smiles for Kids of O.C.,,714-537-0700,,8,769,H80CS28371,"Southland Integrated Services, Inc.","Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,11620,EEE13625-F4EF-4F87-A6D6-5711FFB9C2F6,0C7642BF-D9DD-4F89-8155-B93261FD129F,ESR_SCP,Chapman Ave,Garden Grove,CA,92840,N,Unknown,2,School,1,Active,5,Mobile Van,2,Service Delivery Site,3,Contractor,0,Unknown,0,Unknown,59,Orange,County            ,Orange County,6059,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,46,California District 46,646,J. Luis Correa,https://correa.house.gov/,3/19/18,3/19/18,BPS-H80-019280,,/,2/24/17,2/24/17,09E01142,,,,,  ,,,,,-117.9091733,33.7889161
5500,Cares Community Health Dental Van,,916-443-3299,www.carescommunityhealth.org,30,223,H80CS28364,Cares Community Health,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,12072,F83151DD-CA52-40DE-BE58-2E8B7FE213AF,3C4A5519-716A-4178-97E2-D8779EBF2861,ESR_SCP,1366 21st St,Sacramento,CA,95811,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,67,Sacramento,County            ,Sacramento County,6067,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,6,California District 06,606,Doris O. Matsui,http://matsui.house.gov,3/19/18,3/19/18,BPS-H80-021382,,/,11/1/17,11/1/17,09E01155,,,,,  ,,,,,-121.48042,38.57213
6032,Mobile Dental Clinic,,925-313-6166,www.cchealth.org,40,397,H80CS00050,"CONTRA COSTA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,7167,924388C5-DC01-449A-A0B3-120736B6588E,9B2E6216-C05F-469A-9699-4F94DB2A9F24,ESR_SCP,Multiple locations  Contra Costa County,Martinez,CA,94553,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,13,Contra Costa,County            ,Contra Costa County,6013,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,5,California District 05,605,Mike Thompson,http://mikethompson.house.gov/,3/19/18,3/19/18,BPS-H80-018137,,/,6/16/16,6/16/16,91120,,,,,  ,,,,,-122.1327441,38.0128096
6092,Del Norte Mobile Dental,,707-465-6925,,35,689,H80CS00225,OPEN DOOR COMMUNITY HEALTH CENTERS,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,8596,B03FB934-1F80-46BC-BCFD-C35AC29CA1DA,CDA7204E-DDBF-4B23-B521-C91654E942C9,ESR_SCP,550 E Washington Blvd,Crescent City,CA,95531-8160,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,15,Del Norte,County            ,Del Norte County,6015,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,2,California District 02,602,Jared Huffman,http://huffman.house.gov,3/19/18,3/19/18,BPS-H80-019352,,/,3/16/17,3/16/17,91540,,,,,  ,,,,,-124.1985696,41.77274247
6156,HCHP Mobile Clinic #2,,510-891-8950,,40,1426,H80CS00047,"ALAMEDA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,2111,2A940231-9A6B-4753-8191-D25C17B1F471,878B2632-6F7E-4746-9B07-2A41EAC55930,ESR_SCP,15400 Foothill Blvd,San Leandro,CA,94578-1009,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,15,California District 15,615,Eric Swalwell,http://swalwell.house.gov,3/19/18,3/19/18,BPS-H80-018372,,/,7/11/16,7/11/16,90870,,,,,  ,,,,,-122.1181863,37.70647126
6200,MOBILE  VAN - LIC. NO. 5BCT457,09071U,805-451-3898,WWW.CHCCC.ORG,20,282,H80CS00621,"Community Health Centers Of The Central Coast, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,Y,Y,3480,46AD108C-8911-4154-8585-1DFEB27925B9,A69A7093-5967-4D54-93C8-76A0893A5CC4,ESR_SCP,200 W Williams St,Santa Maria,CA,93458-1704,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,83,Santa Barbara,County            ,Santa Barbara County,6083,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,24,California District 24,624,Salud O. Carbajal,https://carbajal.house.gov/,3/19/18,3/19/18,BPS-H80-007147,1/8/01,1/8/01,1/6/01,1/6/01,90710,,,,,  ,,,,,-120.437346,34.96985978
6279,Sutter/Yuba County Mobile Dental Vans,,530-741-6245,www.pickpeach.org,40,292,H80CS06629,Peach Tree Healthcare,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,N,8877,B6FAD76E-5C75-46C8-BFE3-0D94320D360A,9B871BB6-1B3C-477D-9ABF-24754F578084,ESR_SCP,5730 Packard Ave,Marysville,CA,95901-7118,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,115,Yuba,County            ,Yuba County,6115,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,3,California District 03,603,John Garamendi,http://garamendi.house.gov/,3/19/18,3/19/18,BPS-H80-004181,1/1/02,1/1/02,1/1/02,1/1/02,97180,,,,,  ,,,,,-121.5655267,39.11867846
6347,LifeLong Dental Van,,510-981-4100,,40,609,H80CS00808,Lifelong Medical Care,"Corporate Entity, Federal Tax Exempt",N,Y,N,Y,N,10387,D63AD0B0-CA81-401A-8397-F8CDD4F238C5,D2761F4D-BE76-4455-BDDF-780527137BF2,ESR_SCP,2344 6th St,Berkeley,CA,94710-2412,N,Unknown,2,School,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,1,Alameda,County            ,Alameda County,6001,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,13,California District 13,613,Barbara Lee,http://lee.house.gov/,3/19/18,3/19/18,BPS-H80-014568,,/,1/16/15,1/16/15,92880,,,,,  ,,,,,-122.2957949,37.86201495
6349,MOBILE VAN - LIC NO. 5CBK444,09071Z,805-938-9200,WWW.CHCCC.ORG,20,282,H80CS00621,"Community Health Centers Of The Central Coast, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,Y,Y,6061,7BF292D2-9AB5-4D60-B4D9-DFA2354F0092,A414368F-F3DD-4F3E-A7CD-76255520C046,ESR_SCP,2801 Santa Maria Way,Santa Maria,CA,93455-2118,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,83,Santa Barbara,County            ,Santa Barbara County,6083,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,24,California District 24,624,Salud O. Carbajal,https://carbajal.house.gov/,3/19/18,3/19/18,BPS-H80-006403,1/6/91,1/6/91,1/6/91,1/6/91,90710,,,,,  ,,,,,-120.4339407,34.90910839
6386,GVHC MOBILE (3) MEDICAL VAN,09047S,209-628-3198,www.gvhc.org,4,130,H80CS00742,Golden Valley Health Centers,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,Y,7265,94A38A21-4059-4D56-88A8-42FE68533A8F,DD88488E-1C72-4F92-8518-9A1262297335,ESR_SCP,13161 Jefferson St,Le Grand,CA,95333-9766,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,47,Merced,County            ,Merced County,6047,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,16,California District 16,616,Jim Costa,http://costa.house.gov,3/19/18,3/19/18,BPS-H80-001725,1/10/06,1/10/06,1/10/06,1/10/06,90470,,,,,  ,,,,,-120.2509238,37.22939685
6502,MOBILE DENTAL UNIT #3,,760-321-6776,,30,442,H80CS00287,BORREGO COMMUNITY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,5887,786231FA-DC0D-4F6A-B5C6-8D98CA9407B3,6846083F-C541-40AC-8AA4-896F43191BB1,ESR_SCP,69175 Ramon Rd Bldg A,Cathedral City,CA,92234-3344,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,65,Riverside,County            ,Riverside County,6065,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,Y,36,California District 36,636,Raul Ruiz,http://ruiz.house.gov,3/19/18,3/19/18,BPS-H80-018778,,/,10/24/16,10/24/16,99010,,,,,  ,,,,,-116.4565659,33.81579698
6641,ONSITE DENTAL FOUNDATION,,408-315-4864,http://www.onsitehealth.com/community-outreach,20,1426,H80CS00047,"ALAMEDA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,473,0993C39C-594E-484D-B93F-91C3E4F968B9,12F3B8ED-A035-49CF-A213-013B9E04EB14,ESR_SCP,1950 Channel Dr,West Sacramento,CA,95691-3441,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,3,Administrative/Service Delivery Site,3,Contractor,0,Unknown,0,Unknown,113,Yolo,County            ,Yolo County,6113,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,6,California District 06,606,Doris O. Matsui,http://matsui.house.gov,3/19/18,3/19/18,BPS-H80-017193,,/,10/16/15,10/16/15,90870,,,,,  ,,,,,-121.5700926,38.56391751
6823,MOBILE UNIT #5,,909-453-6900,,30,442,H80CS00287,BORREGO COMMUNITY HEALTH FOUNDATION,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,8222,A861ED89-A5CD-4197-8636-0D70DCB5E4DA,780E0EA1-E07B-4286-8741-A04E97B1DA7B,ESR_SCP,590 N D St,San Bernardino,CA,92401-1352,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,71,San Bernardino,County            ,San Bernardino County,6071,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,31,California District 31,631,Pete Aguilar,https://aguilar.house.gov/,3/19/18,3/19/18,BPS-H80-019365,,/,3/21/17,3/21/17,99010,,,,,  ,,,,,-117.2919237,34.10970032
6953,Homeless Medical Mobile Unit,091181O,408-885-7049,www.sccgov.org,40,1093,H80CS01442,"SANTA CLARA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,1199,1816F227-2A5C-4187-8E51-A2011CE0B0D8,AE7B1F33-EDAC-403A-B210-95C29DD799FE,ESR_SCP,2400 Moorpark Ave,San Jose,CA,95128-2631,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,18,California District 18,618,Anna G. Eshoo,http://eshoo.house.gov/,3/19/18,3/19/18,BPS-H80-004064,9/1/03,9/1/03,9/23/03,9/23/03,911810,,,,,  ,,,,,-121.937103,37.31608249
6962,Mobile Van #1,,805-647-6322,www.clinicas.org,24,489,H80CS00550,"Clinicas del Camino Real, Inc.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,11121,E591107B-C581-4D8A-9479-CD8B27AC924F,DFADF9C8-C2D2-4496-89FC-7565654F107D,ESR_SCP,200 S Wells Rd Ste 200,Ventura,CA,93004-1377,N,Rural,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,111,Ventura,County            ,Ventura County,6111,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,26,California District 26,626,Julia Brownley,http://juliabrownley.house.gov,3/19/18,3/19/18,BPS-H80-006250,7/1/06,7/1/06,7/1/06,7/1/06,93650,,,,,  ,,,,,-119.1597581,34.29323216
6967,Aria Community Health Center - Mobile2,,559-386-4502,www.ariachc.org,2,840,H80CS08739,AVENAL COMMUNITY HEALTH CENTER,"Corporate Entity, Federal Tax Exempt",Y,N,N,N,N,718,0E99957D-72F2-4A51-A79B-A589267B863A,64F226D1-76F1-4356-B9DC-7E5A6F04ECD2,ESR_SCP,20326 Main St,Stratford,CA,93266-9742,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,31,Kings,County            ,Kings County,6031,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,21,California District 21,621,David G. Valadao,http://valadao.house.gov,3/19/18,3/19/18,BPS-H80-015087,,/,5/6/15,5/6/15,911950,,,,,  ,,,,,-119.8229805,36.18961047
7251,Central City Community Health Center - Mobile Medical Unit #2,,714-490-2750,www.centralcityhealth.org,20,370,H80CS10608,"CENTRAL CITY COMMUNITY HEALTH CENTER, INC.","Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,212,0475F813-475E-44B5-ADBA-578A443C5E75,9F7C9B4D-B4B2-4587-9630-AEC8B3CB32DE,ESR_SCP,2237 W Ball Rd,Anaheim,CA,92804-5314,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,0,Unknown,59,Orange,County            ,Orange County,6059,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,46,California District 46,646,J. Luis Correa,https://correa.house.gov/,3/19/18,3/19/18,BPS-H80-014371,7/1/13,7/1/13,6/18/14,6/18/14,9.00E+66,,,,,  ,,,,,-117.9608935,33.81782587
7255,Mobile Unit - Medical &amp; Dental,,949-270-2100,,40,1428,H80CS24199,Share Our Selves Corporation,"Corporate Entity, Federal Tax Exempt",N,Y,N,N,Y,3992,51486259-23CF-46B3-ADE8-4E918BE64B0D,06409C10-8212-409E-9F69-FEAFF58AF1F2,ESR_SCP,1014 N Broadway,Santa Ana,CA,92701-3408,N,Unknown,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,0,Unknown,0,Unknown,59,Orange,County            ,Orange County,6059,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,46,California District 46,646,J. Luis Correa,https://correa.house.gov/,3/19/18,3/19/18,BPS-H80-017763,,/,4/8/16,4/8/16,09E00524,,,,,  ,,,,,-117.8697483,33.75354638
7337,Dental Mobile Clinic,,831-728-8250,www.splg.org,40,174,H80CS00226,SALUD PARA LA GENTE,"Corporate Entity, Federal Tax Exempt",Y,Y,N,N,N,7556,9AFE0FE4-8765-4F11-AD2E-B550FE78AB68,8A6938DC-D735-46D5-9890-764D3D21C6DE,ESR_SCP,1440 Del Monte Ave,Salinas,CA,93905-1903,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,2,Part-Time,1,Year-Round,53,Monterey,County            ,Monterey County,6053,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,20,California District 20,620,Jimmy Panetta,https://panetta.house.gov/,3/19/18,3/19/18,BPS-H80-011288,6/10/11,6/10/11,4/10/12,4/10/12,91160,,,,,  ,,,,,-121.6050262,36.68196433
7372,Medical Mobile Unit - Teen Van,091181F,408-885-4782,www.sccgov.org,40,1093,H80CS01442,"SANTA CLARA, COUNTY OF",U.S. Government Entity,N,N,N,N,Y,8503,AE6BF861-F769-4D41-9A22-A2B1AD2F0813,1E015C6D-5C32-4483-8708-31AB2BBF6C3B,ESR_SCP,750 S Bascom Ave,San Jose,CA,95128-2603,N,Urban,7,All Other Clinic Types,1,Active,5,Mobile Van,2,Service Delivery Site,1,Health Center/Applicant,1,Full-Time,1,Year-Round,85,Santa Clara,County            ,Santa Clara County,6085,6,California,Dianne Feinstein,Kamala D. Harris,9,Region IX,N,18,California District 18,618,Anna G. Eshoo,http://eshoo.house.gov/,3/19/18,3/19/18,BPS-H80-000394,9/1/96,9/1/96,6/1/07,6/1/07,911810,,,,,  ,,,,,-121.9317614,37.31411479
